date,depot_id,week_number,orders_last_day,orders_7d_rolling_avg,orders_28d_rolling_avg,day_of_week,is_holiday,active_customers,customer_mix_hash,avg_order_value,is_peak_season,orders_next_day
2024-01-28,D01,4,5207,4425.29,4461.59,6,False,549,0.2371,38.21,False,4027
2024-01-29,D01,5,3705,4453.43,4434.57,0,False,546,0.2336,42.63,False,4512
2024-01-30,D01,5,4027,4399.14,4457.5,1,False,577,0.2554,42.6,False,4659
2024-01-31,D01,5,4512,4411.14,4450.36,2,False,548,0.2543,39.59,False,4492
2024-02-01,D01,5,4659,4439.0,4455.0,3,False,513,0.2596,31.33,False,4212
2024-02-02,D01,5,4492,4466.43,4461.54,4,False,575,0.264,34.91,False,4823
2024-02-03,D01,5,4212,4402.0,4450.68,5,False,606,0.2551,38.13,False,3766
2024-02-04,D01,5,4823,4347.14,4450.61,6,False,530,0.2496,43.94,False,4241
2024-02-05,D01,6,3766,4355.86,4442.43,0,False,551,0.2497,35.16,False,4701
2024-02-06,D01,6,4241,4386.43,4446.36,1,False,577,0.2463,31.12,False,4565
2024-02-07,D01,6,4701,4413.43,4456.89,2,False,513,0.2617,37.01,False,4528
2024-02-08,D01,6,4565,4400.0,4456.18,3,False,570,0.2557,37.35,False,4517
2024-02-09,D01,6,4528,4405.14,4439.86,4,False,554,0.2584,48.43,False,3740
2024-02-10,D01,6,4517,4448.71,4446.89,5,True,569,0.2549,41.03,False,3195
2024-02-11,D01,6,3740,4294.0,4401.36,6,True,574,0.2666,44.44,False,3589
2024-02-12,D01,7,3195,4212.43,4374.29,0,True,540,0.2609,33.92,False,4304
2024-02-13,D01,7,3589,4119.29,4354.71,1,False,516,0.2339,38.07,False,4657
2024-02-14,D01,7,4304,4062.57,4345.79,2,False,512,0.2558,38.94,False,4285
2024-02-15,D01,7,4657,4075.71,4345.75,3,False,590,0.2478,41.73,False,4965
2024-02-16,D01,7,4285,4041.0,4332.82,4,False,576,0.2565,55.25,False,4806
2024-02-17,D01,7,4965,4105.0,4353.0,5,False,571,0.2697,29.01,False,3682
2024-02-18,D01,7,4806,4257.29,4330.93,6,False,541,0.2566,37.94,False,4259
2024-02-19,D01,8,3682,4326.86,4337.14,0,False,567,0.2348,45.64,False,4480
2024-02-20,D01,8,4259,4422.57,4331.86,1,False,505,0.2479,34.71,False,4406
2024-02-21,D01,8,4480,4447.71,4333.71,2,False,622,0.2604,39.82,False,4545
2024-02-22,D01,8,4406,4411.86,4331.64,3,False,545,0.2549,45.21,False,4249
2024-02-23,D01,8,4545,4449.0,4340.39,4,False,538,0.245,35.08,False,5597
2024-02-24,D01,8,4249,4346.71,4325.61,5,False,590,0.2603,35.83,False,3666
2024-02-25,D01,8,5597,4459.71,4339.54,6,False,575,0.2605,44.94,False,4258
2024-02-26,D01,9,3666,4457.43,4338.14,0,False,540,0.2571,39.89,False,4618
2024-02-27,D01,9,4258,4457.29,4346.39,1,False,521,0.2546,37.73,False,4229
2024-02-28,D01,9,4618,4477.0,4350.18,2,False,615,0.2564,41.0,False,4554
2024-02-29,D01,9,4229,4451.71,4334.82,3,False,572,0.2538,39.48,False,4814
2024-03-01,D01,9,4554,4453.0,4337.04,4,False,548,0.2317,41.24,False,5341
2024-03-02,D01,9,4814,4533.71,4358.54,5,False,614,0.2497,42.33,False,3876
2024-03-03,D01,9,5341,4497.14,4377.04,6,False,516,0.2566,33.73,False,4648
2024-03-04,D01,10,3876,4527.14,4380.96,0,False,556,0.2596,49.06,False,4433
2024-03-05,D01,10,4648,4582.86,4395.5,1,False,525,0.255,47.7,False,4318
2024-03-06,D01,10,4433,4556.43,4385.93,2,False,549,0.2366,43.45,False,4519
2024-03-07,D01,10,4318,4569.14,4377.11,3,False,573,0.2491,39.25,False,4839
2024-03-08,D01,10,4519,4564.14,4376.79,4,False,584,0.2495,40.57,False,4544
2024-03-09,D01,10,4839,4567.71,4388.29,5,False,534,0.255,39.85,False,3609
2024-03-10,D01,10,4544,4453.86,4417.0,6,False,551,0.2566,35.53,False,4492
2024-03-11,D01,11,3609,4415.71,4431.79,0,False,563,0.2415,33.2,False,4412
2024-03-12,D01,11,4492,4393.43,4464.04,1,False,596,0.2352,38.4,False,4644
2024-03-13,D01,11,4412,4390.43,4467.89,2,False,557,0.2615,47.05,False,4365
2024-03-14,D01,11,4644,4437.0,4467.43,3,False,570,0.2612,38.94,False,4563
2024-03-15,D01,11,4365,4415.0,4470.29,4,False,565,0.2432,34.46,False,5124
2024-03-16,D01,11,4563,4375.57,4455.93,5,False,625,0.2335,53.19,False,3681
2024-03-17,D01,11,5124,4458.43,4467.29,6,False,513,0.2528,38.61,False,4171
2024-03-18,D01,12,3681,4468.71,4467.25,0,False,603,0.2658,41.74,False,4359
2024-03-19,D01,12,4171,4422.86,4464.11,1,False,490,0.2644,36.7,False,4488
2024-03-20,D01,12,4359,4415.29,4459.79,2,False,544,0.2515,34.58,False,4326
2024-03-21,D01,12,4488,4393.0,4462.71,3,False,503,0.2453,39.61,False,4193
2024-03-22,D01,12,4326,4387.43,4454.89,4,False,519,0.2612,51.17,False,4790
2024-03-23,D01,12,4193,4334.57,4452.89,5,False,660,0.2559,49.65,False,3621
2024-03-24,D01,12,4790,4286.86,4424.07,6,False,574,0.2608,38.19,False,4671
2024-03-25,D01,13,3621,4278.29,4422.46,0,False,554,0.242,34.97,False,4702
2024-03-26,D01,13,4671,4349.71,4437.21,1,False,549,0.2482,42.36,False,4496
2024-03-27,D01,13,4702,4398.71,4440.21,2,False,554,0.2489,32.95,False,4466
2024-03-28,D01,13,4496,4399.86,4449.75,3,False,543,0.2593,41.31,False,3614
2024-03-29,D01,13,4466,4419.86,4446.61,4,True,567,0.2373,45.37,False,5160
2024-03-30,D01,13,3614,4337.14,4403.75,5,False,562,0.2521,40.38,False,3710
2024-03-31,D01,13,5160,4390.0,4397.29,6,False,559,0.249,41.75,False,4752
2024-04-01,D01,14,3710,4402.71,4391.36,0,False,575,0.2593,48.28,False,4356
2024-04-02,D01,14,4752,4414.29,4395.07,1,False,602,0.2484,34.32,False,4588
2024-04-03,D01,14,4356,4364.86,4392.32,2,False,503,0.2466,42.6,False,4739
2024-04-04,D01,14,4588,4378.0,4401.96,3,False,525,0.2495,42.46,False,4422
2024-04-05,D01,14,4739,4417.0,4409.82,4,False,564,0.2603,41.47,False,4999
2024-04-06,D01,14,4422,4532.43,4394.93,5,False,553,0.2545,39.56,False,3880
2024-04-07,D01,14,4999,4509.43,4411.18,6,False,475,0.2527,47.75,False,4253
2024-04-08,D01,15,3880,4533.71,4420.86,0,False,572,0.2522,41.02,False,4446
2024-04-09,D01,15,4253,4462.43,4412.32,1,False,573,0.2533,30.97,False,3839
2024-04-10,D01,15,4446,4475.29,4413.54,2,True,591,0.2687,32.12,False,4457
2024-04-11,D01,15,3839,4368.29,4384.79,3,False,526,0.2447,39.78,False,4456
2024-04-12,D01,15,4457,4328.0,4388.07,4,False,582,0.2513,46.86,False,5515
2024-04-13,D01,15,4456,4332.86,4384.25,5,False,577,0.2574,46.22,False,4188
2024-04-14,D01,15,5515,4406.57,4398.21,6,False,590,0.2543,42.38,False,4242
2024-04-15,D01,16,4188,4450.57,4416.32,0,False,538,0.2454,40.45,False,4757
2024-04-16,D01,16,4242,4449.0,4418.86,1,False,588,0.2528,33.97,False,4490
2024-04-17,D01,16,4757,4493.43,4433.07,2,False,587,0.2507,46.19,False,4946
2024-04-18,D01,16,4490,4586.43,4433.14,3,False,509,0.2387,43.9,False,4518
2024-04-19,D01,16,4946,4656.29,4455.29,4,False,545,0.2543,34.01,False,5462
2024-04-20,D01,16,4518,4665.14,4466.89,5,False,538,0.2641,43.42,False,3659
2024-04-21,D01,16,5462,4657.57,4490.89,6,False,521,0.2581,40.27,False,4163
2024-04-22,D01,17,3659,4582.0,4492.25,0,False,601,0.2586,41.72,False,4673
2024-04-23,D01,17,4163,4570.71,4474.11,1,False,572,0.2505,28.19,False,4551
2024-04-24,D01,17,4673,4558.71,4473.07,2,False,617,0.2373,42.25,False,4068
2024-04-25,D01,17,4551,4567.43,4475.04,3,False,582,0.2544,37.03,False,4177
2024-04-26,D01,17,4068,4442.0,4460.82,4,False,574,0.2552,47.77,False,5295
2024-04-27,D01,17,4177,4393.29,4480.93,5,False,589,0.2493,37.13,False,4062
2024-04-28,D01,17,5295,4369.43,4485.75,6,False,570,0.2468,41.31,False,4368
2024-04-29,D01,18,4062,4427.0,4498.32,0,False,557,0.2536,35.61,False,4502
2024-04-30,D01,18,4368,4456.29,4484.61,1,False,596,0.256,42.09,False,3352
2024-05-01,D01,18,4502,4431.86,4489.82,2,True,612,0.2678,39.45,False,4369
2024-05-02,D01,18,3352,4260.57,4445.68,3,False,569,0.2491,35.82,False,4729
2024-05-03,D01,18,4369,4303.57,4432.46,4,False,607,0.2579,40.16,False,5300
2024-05-04,D01,18,4729,4382.43,4443.43,5,False,581,0.2576,44.48,False,4307
2024-05-05,D01,18,5300,4383.14,4454.18,6,False,494,0.2712,39.03,False,4658
2024-05-06,D01,19,4307,4418.14,4469.43,0,False,566,0.2539,37.72,False,4836
2024-05-07,D01,19,4658,4459.57,4483.89,1,False,520,0.2478,31.77,False,4176
2024-05-08,D01,19,4836,4507.29,4497.82,2,False,577,0.2648,35.97,False,4659
2024-05-09,D01,19,4176,4625.0,4509.86,3,False,514,0.2558,41.54,False,4016
2024-05-10,D01,19,4659,4666.43,4517.07,4,False,546,0.2578,40.38,False,5202
2024-05-11,D01,19,4016,4564.57,4501.36,5,False,567,0.256,43.75,False,4006
2024-05-12,D01,19,5202,4550.57,4490.18,6,False,580,0.2618,41.29,False,4162
2024-05-13,D01,20,4006,4507.57,4483.68,0,False,569,0.242,39.17,False,4728
2024-05-14,D01,20,4162,4436.71,4480.82,1,False,580,0.258,38.05,False,4481
2024-05-15,D01,20,4728,4421.29,4479.79,2,False,590,0.2556,39.49,False,4089
2024-05-16,D01,20,4481,4464.86,4479.46,3,False,512,0.2495,33.36,False,4012
2024-05-17,D01,20,4089,4383.43,4448.86,4,False,587,0.241,36.57,False,5015
2024-05-18,D01,20,4012,4382.86,4430.79,5,False,599,0.2457,41.13,False,4118
2024-05-19,D01,20,5015,4356.14,4414.82,6,False,608,0.2542,39.74,False,4336
2024-05-20,D01,21,4118,4372.14,4431.21,0,False,542,0.2452,35.75,False,4207
2024-05-21,D01,21,4336,4397.0,4437.39,1,False,550,0.2489,35.48,False,3686
2024-05-22,D01,21,4207,4322.57,4420.75,2,True,515,0.2423,49.05,False,4633
2024-05-23,D01,21,3686,4209.0,4389.86,3,False,578,0.2451,34.69,False,4515
2024-05-24,D01,21,4633,4286.71,4410.04,4,False,593,0.2632,30.58,False,4936
2024-05-25,D01,21,4515,4358.57,4422.11,5,False,526,0.2547,37.32,False,3737
2024-05-26,D01,21,4936,4347.29,4409.29,6,False,556,0.2546,42.33,False,4389
2024-05-27,D01,22,3737,4292.86,4397.68,0,False,607,0.2492,41.98,False,4468
2024-05-28,D01,22,4389,4300.43,4398.43,1,False,598,0.2501,32.42,False,4471
2024-05-29,D01,22,4468,4337.71,4397.21,2,False,575,0.2442,45.9,False,4516
2024-05-30,D01,22,4471,4449.86,4437.18,3,False,628,0.2561,41.91,False,5019
2024-05-31,D01,22,4516,4433.14,4442.43,4,False,567,0.2487,40.46,False,5366
2024-06-01,D01,22,5019,4505.14,4452.79,5,False,573,0.2319,35.7,False,3860
2024-06-02,D01,22,5366,4566.57,4455.14,6,False,534,0.2471,41.73,False,3977
2024-06-03,D01,23,3860,4584.14,4439.18,0,False,524,0.2481,29.32,False,4443
2024-06-04,D01,23,3977,4525.29,4414.86,1,False,627,0.247,38.58,False,4800
2024-06-05,D01,23,4443,4521.71,4400.82,2,False,574,0.244,35.1,False,4456
2024-06-06,D01,23,4800,4568.71,4423.11,3,False,568,0.2508,38.62,False,4689
2024-06-07,D01,23,4456,4560.14,4415.86,4,False,598,0.2486,38.34,False,4804
2024-06-08,D01,23,4689,4513.0,4439.89,5,False,650,0.2499,40.13,False,3910
2024-06-09,D01,23,4804,4432.71,4425.68,6,False,565,0.2525,47.55,False,4448
2024-06-10,D01,24,3910,4439.86,4422.25,0,False,556,0.2379,39.8,False,4373
2024-06-11,D01,24,4448,4507.14,4432.46,1,False,533,0.2516,42.34,False,4702
2024-06-12,D01,24,4373,4497.14,4419.79,2,False,574,0.2387,45.74,False,4485
2024-06-13,D01,24,4702,4483.14,4427.68,3,False,552,0.2469,42.46,False,4764
2024-06-14,D01,24,4485,4487.29,4441.82,4,False,551,0.2368,30.58,False,4590
2024-06-15,D01,24,4764,4498.0,4468.68,5,False,608,0.2524,32.33,False,4042
2024-06-16,D01,24,4590,4467.43,4453.5,6,False,511,0.253,36.36,False,2873
2024-06-17,D01,25,4042,4486.29,4450.79,0,True,644,0.247,37.27,False,4651
2024-06-18,D01,25,2873,4261.29,4398.54,1,False,578,0.2529,37.19,False,4197
2024-06-19,D01,25,4651,4301.0,4414.39,2,False,565,0.2482,38.55,False,4533
2024-06-20,D01,25,4197,4228.86,4432.64,3,False,574,0.2476,44.21,False,4705
2024-06-21,D01,25,4533,4235.71,4429.07,4,False,592,0.2565,36.52,False,5515
2024-06-22,D01,25,4705,4227.29,4435.86,5,False,532,0.2492,35.06,False,4129
2024-06-23,D01,25,5515,4359.43,4456.54,6,False,609,0.253,39.11,False,4230
2024-06-24,D01,26,4129,4371.86,4470.54,0,False,566,0.2484,47.67,False,4613
2024-06-25,D01,26,4230,4565.71,4464.86,1,False,550,0.2466,48.24,False,4340
2024-06-26,D01,26,4613,4560.29,4470.04,2,False,577,0.2471,37.77,False,4198
2024-06-27,D01,26,4340,4580.71,4465.36,3,False,544,0.2479,43.41,False,4817
2024-06-28,D01,26,4198,4532.86,4454.0,4,False,535,0.2636,27.65,False,4672
2024-06-29,D01,26,4817,4548.86,4446.79,5,False,570,0.2507,35.8,False,3838
2024-06-30,D01,26,4672,4428.43,4422.0,6,False,557,0.2688,38.78,False,4372
2024-07-01,D01,27,3838,4386.86,4421.21,0,False,586,0.2508,34.86,False,4707
2024-07-02,D01,27,4372,4407.14,4435.32,1,False,581,0.2575,42.1,False,4624
2024-07-03,D01,27,4707,4420.57,4444.75,2,False,559,0.248,50.68,False,4487
2024-07-04,D01,27,4624,4461.14,4438.46,3,False,527,0.2561,36.18,False,4274
2024-07-05,D01,27,4487,4502.43,4439.57,4,False,560,0.2508,35.48,False,5190
2024-07-06,D01,27,4274,4424.86,4424.75,5,False,536,0.251,40.37,False,4049
2024-07-07,D01,27,5190,4498.86,4438.54,6,False,557,0.2576,43.94,False,4189
2024-07-08,D01,28,4049,4529.0,4443.5,0,False,568,0.2474,42.95,False,4228
2024-07-09,D01,28,4189,4502.86,4434.25,1,False,571,0.2444,39.75,False,4354
2024-07-10,D01,28,4228,4434.43,4429.07,2,False,513,0.2648,41.09,False,4864
2024-07-11,D01,28,4354,4395.86,4416.64,3,False,553,0.2551,46.59,False,4642
2024-07-12,D01,28,4864,4449.71,4430.18,4,False,523,0.2497,27.57,False,5032
2024-07-13,D01,28,4642,4502.29,4425.82,5,False,586,0.2436,34.52,False,4263
2024-07-14,D01,28,5032,4479.71,4441.61,6,False,534,0.2581,33.98,False,4383
2024-07-15,D01,29,4263,4510.29,4449.5,0,False,521,0.261,48.48,False,4617
2024-07-16,D01,29,4383,4538.0,4503.43,1,False,506,0.2512,49.57,False,4269
2024-07-17,D01,29,4617,4593.57,4502.21,2,False,544,0.2483,37.9,False,4747
2024-07-18,D01,29,4269,4581.43,4504.79,3,False,502,0.2432,41.36,False,4679
2024-07-19,D01,29,4747,4564.71,4512.43,4,False,605,0.2593,37.1,False,4949
2024-07-20,D01,29,4679,4570.0,4511.5,5,False,580,0.2536,36.79,False,4026
2024-07-21,D01,29,4949,4558.14,4491.29,6,False,505,0.2592,42.43,False,4451
2024-07-22,D01,30,4026,4524.29,4487.61,0,False,570,0.2425,34.72,False,4238
2024-07-23,D01,30,4451,4534.0,4495.5,1,False,535,0.2429,42.42,False,4270
2024-07-24,D01,30,4238,4479.86,4482.11,2,False,570,0.2447,43.81,False,4423
2024-07-25,D01,30,4270,4480.0,4479.61,3,False,547,0.2489,47.65,False,4571
2024-07-26,D01,30,4423,4433.71,4487.64,4,False,541,0.2416,41.5,False,5232
2024-07-27,D01,30,4571,4418.29,4478.86,5,False,548,0.2563,37.33,False,4144
2024-07-28,D01,30,5232,4458.71,4498.86,6,False,481,0.2609,34.69,False,4686
2024-07-29,D01,31,4144,4475.57,4509.79,0,False,548,0.2541,53.36,False,4123
2024-07-30,D01,31,4686,4509.14,4521.0,1,False,552,0.2407,38.49,False,4522
2024-07-31,D01,31,4123,4492.71,4500.14,2,False,582,0.25,34.31,False,4685
2024-08-01,D01,31,4522,4528.71,4496.5,3,False,586,0.2507,32.33,False,5034
2024-08-02,D01,31,4685,4566.14,4503.57,4,False,551,0.2546,40.99,False,5078
2024-08-03,D01,31,5034,4632.29,4530.71,5,False,504,0.248,43.3,False,3913
2024-08-04,D01,31,5078,4610.29,4526.71,6,False,624,0.2545,38.07,False,4301
2024-08-05,D01,32,3913,4577.29,4521.86,0,False,525,0.2482,48.77,False,4701
2024-08-06,D01,32,4301,4522.29,4525.86,1,False,533,0.2608,41.76,False,4608
2024-08-07,D01,32,4701,4604.86,4542.75,2,False,551,0.2628,46.41,False,4181
2024-08-08,D01,32,4608,4617.14,4551.82,3,False,532,0.2595,40.01,False,3502
2024-08-09,D01,32,4181,4545.14,4527.43,4,True,504,0.2503,39.68,False,4703
2024-08-10,D01,32,3502,4326.29,4486.71,5,False,544,0.2558,42.61,False,3385
2024-08-11,D01,32,4703,4272.71,4474.96,6,False,571,0.2527,44.18,False,4186
2024-08-12,D01,33,3385,4197.29,4443.61,0,False,590,0.2654,33.25,False,4649
2024-08-13,D01,33,4186,4180.86,4436.57,1,False,576,0.2412,52.49,False,4658
2024-08-14,D01,33,4649,4173.43,4437.71,2,False,590,0.2393,39.23,False,4713
2024-08-15,D01,33,4658,4180.57,4451.61,3,False,544,0.2387,46.61,False,4471
2024-08-16,D01,33,4713,4256.57,4450.39,4,False,589,0.2544,37.61,False,5502
2024-08-17,D01,33,4471,4395.0,4442.96,5,False,548,0.2572,37.71,False,3946
2024-08-18,D01,33,5502,4509.14,4462.71,6,False,594,0.2509,38.82,False,3854
2024-08-19,D01,34,3946,4589.29,4459.86,0,False,536,0.2485,35.8,False,4041
2024-08-20,D01,34,3854,4541.86,4438.54,1,False,531,0.2541,35.09,False,4526
2024-08-21,D01,34,4041,4455.0,4431.5,2,False,554,0.2469,45.89,False,4336
2024-08-22,D01,34,4526,4436.14,4440.64,3,False,597,0.2574,39.8,False,4349
2024-08-23,D01,34,4336,4382.29,4437.54,4,False,581,0.2523,35.37,False,5065
2024-08-24,D01,34,4349,4364.86,4429.61,5,False,562,0.2542,43.47,False,4023
2024-08-25,D01,34,5065,4302.43,4423.64,6,False,562,0.2601,34.72,False,4299
2024-08-26,D01,35,4023,4313.43,4419.32,0,False,509,0.2532,33.78,False,4730
2024-08-27,D01,35,4299,4377.0,4405.5,1,False,527,0.2565,38.28,False,4552
2024-08-28,D01,35,4730,4475.43,4427.18,2,False,485,0.2705,45.97,False,4232
2024-08-29,D01,35,4552,4479.14,4428.25,3,False,611,0.2451,35.3,False,4639
2024-08-30,D01,35,4232,4464.29,4412.07,4,False,524,0.2497,44.09,False,4837
2024-08-31,D01,35,4639,4505.71,4397.96,5,False,564,0.25,42.43,False,3996
2024-09-01,D01,35,4837,4473.14,4389.36,6,False,571,0.2527,39.12,False,4381
2024-09-02,D01,36,3996,4469.29,4392.32,0,False,589,0.2503,44.14,False,4205
2024-09-03,D01,36,4381,4481.0,4395.18,1,False,596,0.2579,28.41,False,4848
2024-09-04,D01,36,4205,4406.0,4377.46,2,False,499,0.2367,34.79,False,4599
2024-09-05,D01,36,4848,4448.29,4386.04,3,False,623,0.243,44.94,False,4695
2024-09-06,D01,36,4599,4500.71,4400.96,4,False,532,0.2501,38.17,False,5129
2024-09-07,D01,36,4695,4508.71,4443.57,5,False,528,0.2539,38.54,False,4289
2024-09-08,D01,36,5129,4550.43,4458.79,6,False,600,0.2529,49.38,False,4148
2024-09-09,D01,37,4289,4592.29,4491.07,0,False,584,0.2515,44.55,False,4679
2024-09-10,D01,37,4148,4559.0,4489.71,1,False,583,0.2334,46.6,False,4748
2024-09-11,D01,37,4679,4626.71,4490.79,2,False,574,0.2564,43.41,False,4170
2024-09-12,D01,37,4748,4612.43,4494.0,3,False,543,0.2472,40.53,False,4286
2024-09-13,D01,37,4170,4551.14,4474.61,4,False,620,0.248,48.85,False,5477
2024-09-14,D01,37,4286,4492.71,4468.0,5,False,608,0.2578,41.43,False,3895
2024-09-15,D01,37,5477,4542.43,4467.11,6,False,525,0.257,41.15,False,4437
2024-09-16,D01,38,3895,4486.14,4465.29,0,False,518,0.2491,40.41,False,4568
2024-09-17,D01,38,4437,4527.43,4486.11,1,False,623,0.2557,39.69,False,4785
2024-09-18,D01,38,4568,4511.57,4504.93,2,False,570,0.25,40.16,False,4591
2024-09-19,D01,38,4785,4516.86,4514.18,3,False,525,0.2551,39.04,False,4546
2024-09-20,D01,38,4591,4577.0,4523.29,4,False,520,0.2446,36.22,False,5262
2024-09-21,D01,38,4546,4614.14,4530.32,5,False,502,0.263,42.13,False,3870
2024-09-22,D01,38,5262,4583.43,4537.36,6,False,598,0.2575,45.28,False,4576
2024-09-23,D01,39,3870,4579.86,4531.89,0,False,533,0.2616,40.3,False,4334
2024-09-24,D01,39,4576,4599.71,4541.79,1,False,575,0.2441,41.89,False,4877
2024-09-25,D01,39,4334,4566.29,4527.64,2,False,558,0.2456,45.82,False,4298
2024-09-26,D01,39,4877,4579.43,4539.25,3,False,569,0.2613,38.44,False,4537
2024-09-27,D01,39,4298,4537.57,4541.61,4,False,571,0.2528,37.09,False,5004
2024-09-28,D01,39,4537,4536.29,4537.96,5,False,573,0.2575,36.83,False,3818
2024-09-29,D01,39,5004,4499.43,4543.93,6,False,571,0.252,41.37,False,4107
2024-09-30,D01,40,3818,4492.0,4537.57,0,False,611,0.2593,37.6,False,5095
2024-10-01,D01,40,4107,4425.0,4527.79,1,False,499,0.2589,29.09,True,5418
2024-10-02,D01,40,5095,4533.71,4559.57,2,False,558,0.2391,40.26,True,5739
2024-10-03,D01,40,5418,4611.0,4579.93,3,False,575,0.2442,26.2,True,5833
2024-10-04,D01,40,5739,4816.86,4620.64,4,False,549,0.2569,34.24,True,5832
2024-10-05,D01,40,5833,5002.0,4661.29,5,False,551,0.2559,35.45,True,4928
2024-10-06,D01,40,5832,5120.29,4686.39,6,False,551,0.2456,49.65,True,5631
2024-10-07,D01,41,4928,5278.86,4709.21,0,False,621,0.2558,40.28,True,5387
2024-10-08,D01,41,5631,5496.57,4762.18,1,False,574,0.2462,40.78,True,6273
2024-10-09,D01,41,5387,5538.29,4787.46,2,False,538,0.2536,44.53,True,5675
2024-10-10,D01,41,6273,5660.43,4841.93,3,False,545,0.2548,38.22,True,5659
2024-10-11,D01,41,5675,5651.29,4895.68,4,False,571,0.257,40.26,True,6067
2024-10-12,D01,41,5659,5626.43,4944.71,5,False,576,0.2579,41.85,True,4156
2024-10-13,D01,41,6067,5660.0,4965.79,6,False,529,0.2524,43.57,True,4773
2024-10-14,D01,42,4156,5549.71,4975.11,0,False,565,0.2483,39.8,True,5227
2024-10-15,D01,42,4773,5427.14,4987.11,1,False,517,0.2501,44.42,True,5305
2024-10-16,D01,42,5227,5404.29,5010.64,2,False,560,0.2636,37.06,True,5491
2024-10-17,D01,42,5305,5266.0,5029.21,3,False,586,0.2511,34.86,True,5433
2024-10-18,D01,42,5491,5239.71,5061.36,4,False,496,0.2642,30.26,True,6062
2024-10-19,D01,42,5433,5207.43,5093.04,5,False,559,0.257,38.95,True,4598
2024-10-20,D01,42,6062,5206.71,5121.61,6,False,594,0.2652,41.27,True,4860
2024-10-21,D01,43,4598,5269.86,5147.61,0,False,525,0.2432,34.01,True,5495
2024-10-22,D01,43,4860,5282.29,5157.75,1,False,547,0.2543,46.57,True,4740
2024-10-23,D01,43,5495,5320.57,5199.21,2,False,534,0.2521,31.24,True,5267
2024-10-24,D01,43,4740,5239.86,5194.32,3,False,563,0.2473,37.98,True,5334
2024-10-25,D01,43,5267,5207.86,5228.93,4,False,539,0.2606,45.56,True,5807
2024-10-26,D01,43,5334,5193.71,5257.39,5,False,510,0.2533,42.59,True,4696
2024-10-27,D01,43,5807,5157.29,5286.07,6,False,557,0.2503,40.63,True,5557
2024-10-28,D01,44,4696,5171.29,5317.43,0,False,632,0.2593,36.86,True,5359
2024-10-29,D01,44,5557,5270.86,5369.21,1,False,564,0.2453,33.46,True,5128
2024-10-30,D01,44,5359,5251.43,5378.64,2,False,575,0.2514,36.19,True,4345
2024-10-31,D01,44,5128,5306.86,5368.29,3,True,595,0.254,36.86,True,5735
2024-11-01,D01,44,4345,5175.14,5318.5,4,False,580,0.2556,47.57,True,6486
2024-11-02,D01,44,5735,5232.43,5315.0,5,False,551,0.2561,30.32,True,4409
